name,site,phone,full_address,street,city,postal_code,country,rating,reviews,photo,working_hours,business_status,description,location_link
Mahesh Bar & Restaurant,,,"5, Dr BR Ambedkar Main Rd, Electronic City, Bengaluru, Bommasandra, Karnataka 560099","5, Dr BR Ambedkar Main Rd","Bengaluru, Bommasandra",560099,India,4.1,90,https://lh3.googleusercontent.com/p/AF1QipMaHcsIZlrk-tzuRkK9Ifl6OA5w02uhlIlaqfLA=w800-h500-k-no,"{""Monday"": ""10am-11pm"", ""Tuesday"": ""10am-11pm"", ""Wednesday"": ""10am-11pm"", ""Thursday"": ""10am-11pm"", ""Friday"": ""10am-11pm"", ""Saturday"": ""10am-11pm"", ""Sunday"": ""10am-11pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Mahesh+Bar+%26+Restaurant/@12.826327,77.678386,14z/data=!4m8!1m2!2m1!1sMahesh+Bar+%26+Restaurant!3m4!1s0x3bae6c5d126f6bbd:0x4a267ff5a5d9966f!8m2!3d12.826327!4d77.678386"
"Waiting Lounge, International Division",,,"RM5W+Q5V, Narayanehirudalaya, Bommasandra Industrial Area, Bengaluru, Bommasandra, Karnataka 560099","RM5W+Q5V, Narayanehirudalaya","Bengaluru, Bommasandra",560099,India,4.5,2,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=K0-tkB_EZHkQndV4KK2A9A&cb_client=search.gws-prod.gps&w=800&h=500&yaw=228.84126&pitch=0&thumbfov=100,,OPERATIONAL,,"https://www.google.com/maps/place/Waiting+Lounge%2C+International+Division/@12.8095311,77.695454,14z/data=!4m8!1m2!2m1!1sWaiting+Lounge%2C+International+Division!3m4!1s0x3bae6d8142de30ed:0xd6fcff9f708df903!8m2!3d12.8095311!4d77.695454"
La Villa Restobar & Pub (Henchina Mane),,,"44, 1, Kothnur Main Rd, Venkateshwara Layout, Shreya Colony, 8th Phase, J. P. Nagar, Bengaluru, Kothnur, Karnataka 560076","44, 1, Kothnur Main Rd","Bengaluru, Kothnur",560076,India,4.2,363,https://lh3.googleusercontent.com/p/AF1QipMlpgnfGD-NUCcm73oTW869KO87O4M6w81NK0KP=w800-h500-k-no,"{""Monday"": ""10:30am-11pm"", ""Tuesday"": ""10:30am-11pm"", ""Wednesday"": ""10:30am-11pm"", ""Thursday"": ""10:30am-11pm"", ""Friday"": ""10:30am-11pm"", ""Saturday"": ""10:30am-11pm"", ""Sunday"": ""10:30am-11pm""}",OPERATIONAL,,"https://www.google.com/maps/place/La+Villa+Restobar+%26+Pub+%28Henchina+Mane%29/@12.8701429,77.5833487,14z/data=!4m8!1m2!2m1!1sLa+Villa+Restobar+%26+Pub+%28Henchina+Mane%29!3m4!1s0x3bae6b4e8418faf3:0x13782d63a2d88167!8m2!3d12.8701429!4d77.5833487"
Shift Lounge - Singasandra,https://instagram.com/shift_singasandra,+91 80504 09769,"Ramee strand inn, No 676, Plot no - 5/2, 5th floor, Hosur Rd, Singasandra, Bengaluru, Karnataka 560068","Ramee strand inn, No 676, Plot no - 5/2, 5th floor, Hosur Rd",Bengaluru,560068,India,4.1,708,https://lh3.googleusercontent.com/p/AF1QipNXYamRT7vQxieAI6ypEufqt8V-QS0nQWLocK4=w800-h500-k-no,"{""Monday"": ""12-1am,11am-11:30pm"", ""Tuesday"": ""12-1am,11am-11:30pm"", ""Wednesday"": ""12-1am,11am-11:30pm"", ""Thursday"": ""12-1am,11am-11:30pm"", ""Friday"": ""12-1am,11am-11:30pm"", ""Saturday"": ""12-1am,11am-11:30pm"", ""Sunday"": ""12-1am,11am-11:30pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Shift+Lounge+-+Singasandra/@12.879164099999999,77.64674149999999,14z/data=!4m8!1m2!2m1!1sShift+Lounge+-+Singasandra!3m4!1s0x3bae6b2db5c98c9b:0xf05b382ed6640ca6!8m2!3d12.879164099999999!4d77.64674149999999"
Chandana Spiritz,,,"no :7, 260/1, Hosur Rd, near infosys gate, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100","no :7, 260/1, Hosur Rd, near infosys gate",Bengaluru,560100,India,3.9,130,https://lh3.googleusercontent.com/p/AF1QipMXmqeuYuMdv0zNVb-6EhK_3dB-YrZzerXWY9K4=w800-h500-k-no,"{""Monday"": ""10am-11pm"", ""Tuesday"": ""10am-11pm"", ""Wednesday"": ""10am-11pm"", ""Thursday"": ""10am-11pm"", ""Friday"": ""10am-11pm"", ""Saturday"": ""10am-11pm"", ""Sunday"": ""10am-11pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Chandana+Spiritz/@12.852395,77.66680989999999,14z/data=!4m8!1m2!2m1!1sChandana+Spiritz!3m4!1s0x3bae6d9105ddda09:0x7ed0c3d82ebc244d!8m2!3d12.852395!4d77.66680989999999"
MRP bar,,,"VM2F+8M3, Unnamed Road, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100","VM2F+8M3, Unnamed Road",Bengaluru,560100,India,4.3,44,https://lh3.googleusercontent.com/p/AF1QipOeH95DJ_ywfanrnhsNa2jf9tr40ulHicYHFXuL=w800-h500-k-no,"{""Monday"": ""10am-10:30pm"", ""Tuesday"": ""10am-10:30pm"", ""Wednesday"": ""10am-10:30pm"", ""Thursday"": ""10am-10:30pm"", ""Friday"": ""10am-10:30pm"", ""Saturday"": ""10am-10:30pm"", ""Sunday"": ""10am-10:30pm""}",OPERATIONAL,,"https://www.google.com/maps/place/MRP+bar/@12.850757399999999,77.6741797,14z/data=!4m8!1m2!2m1!1sMRP+bar!3m4!1s0x3bae6d104235dc6f:0x3a15ebed4828ba43!8m2!3d12.850757399999999!4d77.6741797"
Kadhamba bar,,,"RMFC+X76, Shri Mahayogi Vemana Rd, Electronic City, Bengaluru, Bommasandra, Karnataka 560100","RMFC+X76, Shri Mahayogi Vemana Rd","Bengaluru, Bommasandra",560100,India,4.2,68,https://lh3.googleusercontent.com/p/AF1QipMug3QdRvNkELQH-Px6G9sH3mPua43jYOtAeNAe=w800-h500-k-no,"{""Monday"": ""10am-11pm"", ""Tuesday"": ""10am-11pm"", ""Wednesday"": ""10am-11pm"", ""Thursday"": ""10am-11pm"", ""Friday"": ""10am-11pm"", ""Saturday"": ""10am-11pm"", ""Sunday"": ""10am-11pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Kadhamba+bar/@12.8249126,77.6706305,14z/data=!4m8!1m2!2m1!1sKadhamba+bar!3m4!1s0x3bae6dc16b716b43:0x9ea0504e82da6372!8m2!3d12.8249126!4d77.6706305"
F5 Pub,https://www.f5pubblr.com/,,"Hotel Millennium Plaza in, Dadi Reddy Layout, Veer Sandra, Electronic City, Bengaluru, Karnataka 560099",Hotel Millennium Plaza in,Bengaluru,560099,India,4.8,5,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ea7XDjHXC9I62jNgj_5Xdw&cb_client=search.gws-prod.gps&w=800&h=500&yaw=266.47113&pitch=0&thumbfov=100,,OPERATIONAL,,"https://www.google.com/maps/place/F5+Pub/@12.834755999999999,77.6793682,14z/data=!4m8!1m2!2m1!1sF5+Pub!3m4!1s0x3bae6d60be758f5b:0xc8d3da5ef03c463!8m2!3d12.834755999999999!4d77.6793682"
Sankalp Restro Pub,,,"RMX2+63C, Doddathoguru, Electronics City Phase 1, Doddathoguru, Bengaluru, Karnataka 560100",RMX2+63C,Bengaluru,560100,India,5,19,https://lh3.googleusercontent.com/p/AF1QipN3m8N7DFqIRM3bclecQm0l79waH9ctlt8r6E8G=w800-h500-k-no,"{""Monday"": ""11am-12:30am"", ""Tuesday"": ""11am-12:30am"", ""Wednesday"": ""11am-12:30am"", ""Thursday"": ""11am-12:30am"", ""Friday"": ""11am-12:30am"", ""Saturday"": ""11am-12:30am"", ""Sunday"": ""11am-12:30am""}",OPERATIONAL,,"https://www.google.com/maps/place/Sankalp+Restro+Pub/@12.8480555,77.6501558,14z/data=!4m8!1m2!2m1!1sSankalp+Restro+Pub!3m4!1s0x3bae6b00438d567d:0x91512913b1ad38!8m2!3d12.8480555!4d77.6501558"
SV Bar And Restaurant,,+91 90088 80825,"Doddanagamangala Rd, Konappana Agrahara, Rayasandra, Bengaluru, Karnataka 560100",Doddanagamangala Rd,Bengaluru,560100,India,3.9,283,https://lh3.googleusercontent.com/p/AF1QipORTXH1GhywTJlw9DRBkkkJr9WvOtGLVtcm21E=w800-h500-k-no,"{""Monday"": ""10am-11:30pm"", ""Tuesday"": ""10am-11:30pm"", ""Wednesday"": ""10am-11:30pm"", ""Thursday"": ""10am-11:30pm"", ""Friday"": ""10am-11:30pm"", ""Saturday"": ""10am-11:30pm"", ""Sunday"": ""10am-11:30pm""}",OPERATIONAL,,"https://www.google.com/maps/place/SV+Bar+And+Restaurant/@12.8638397,77.6711287,14z/data=!4m8!1m2!2m1!1sSV+Bar+And+Restaurant!3m4!1s0x3bae6cb953fa98d5:0x201af6e993fae52a!8m2!3d12.8638397!4d77.6711287"
Sky Lounge,http://www.svenskahotels.com/,+91 80 4431 0000,"No. 56D, Rooftop, Svenska Design Hotel, 5, opp. Wipro Avenue, Electronics City Phase 1, Electronic City, Bengaluru, Karnataka 560100","No. 56D, Rooftop, Svenska Design Hotel, 5, opp. Wipro Avenue",Bengaluru,560100,India,3.7,910,https://lh3.googleusercontent.com/p/AF1QipPvrhgynrjrtJV1p2-XNrxu19etaDKCw-EBxWtd=w800-h500-k-no,"{""Monday"": ""6:30-10:45pm"", ""Tuesday"": ""6:30-10:45pm"", ""Wednesday"": ""6:30-10:45pm"", ""Thursday"": ""6:30-10:45pm"", ""Friday"": ""6:30-10:45pm"", ""Saturday"": ""6:30-10:45pm"", ""Sunday"": ""6:30-10:45pm""}",OPERATIONAL,Stylish rooftop & poolside lounge & restaurant at Svenska Design Hotel serving international fare.,"https://www.google.com/maps/place/Sky+Lounge/@12.839274999999999,77.65922499999999,14z/data=!4m8!1m2!2m1!1sSky+Lounge!3m4!1s0x3bae6c86ce95fc2d:0x33c109ce08488e7e!8m2!3d12.839274999999999!4d77.65922499999999"
Sri vinayaka bar & family restaurant,,,"QQ8C+99V, Arehalli, Karnataka 562107",QQ8C+99V,Arehalli,562107,India,3.9,53,https://lh3.googleusercontent.com/p/AF1QipPpE8CpaYEsePcxivMep9MrNYn0S48-bvTq3yDQ=w800-h500-k-no,"{""Monday"": ""8am-11pm"", ""Tuesday"": ""8am-11pm"", ""Wednesday"": ""8am-11pm"", ""Thursday"": ""8am-11pm"", ""Friday"": ""8am-11pm"", ""Saturday"": ""8am-11pm"", ""Sunday"": ""8am-11pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Sri+vinayaka+bar+%26+family+restaurant/@12.7659907,77.7709313,14z/data=!4m8!1m2!2m1!1sSri+vinayaka+bar+%26+family+restaurant!3m4!1s0x3bae71a7be415df3:0xee08ffa9302446ce!8m2!3d12.7659907!4d77.7709313"
Chandra Bar & Restaurant Lodging And Boarding,,,"SVBS Complex, 634:1/4(225), Hosa Rd, CK Nagar, Pragathi Nagar, Electronic City, Bengaluru, Karnataka 560100","SVBS Complex, 634:1/4(225), Hosa Rd",Bengaluru,560100,India,3.7,433,https://lh3.googleusercontent.com/p/AF1QipMjD9CG3GeTR8yT_Ah3NLxBJCa5dW9Ll71eGOO7=w800-h500-k-no,"{""Monday"": ""10:30am-11:30pm"", ""Tuesday"": ""10:30am-11:30pm"", ""Wednesday"": ""10:30am-11:30pm"", ""Thursday"": ""10:30am-11:30pm"", ""Friday"": ""10:30am-11:30pm"", ""Saturday"": ""10:30am-11:30pm"", ""Sunday"": ""10:30am-11:30pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Chandra+Bar+%26+Restaurant+Lodging+And+Boarding/@12.870099,77.6582864,14z/data=!4m8!1m2!2m1!1sChandra+Bar+%26+Restaurant+Lodging+And+Boarding!3m4!1s0x3bae6ca8c0d28ba1:0x774a3aaaa161cf03!8m2!3d12.870099!4d77.6582864"
Big Barrel Brew,,+91 63664 66444,"199/20/1/A 2nd & 4th Floor, Dr.Vishnuvardhan Rd, Rajarajeshwari Nagar, Bengaluru, Karnataka 560060","199/20/1/A 2nd & 4th Floor, Dr.Vishnuvardhan Rd",Bengaluru,560060,India,4.4,5876,https://lh3.googleusercontent.com/p/AF1QipNcXFni39sM6Iae-jHFSdXnN7EFCquZc1kDzoS1=w800-h500-k-no,"{""Monday"": ""12pm-12am"", ""Tuesday"": ""12pm-12am"", ""Wednesday"": ""12pm-12am"", ""Thursday"": ""12pm-12am"", ""Friday"": ""12pm-12am"", ""Saturday"": ""12pm-12am"", ""Sunday"": ""12pm-12am""}",OPERATIONAL,,"https://www.google.com/maps/place/Big+Barrel+Brew/@12.9040649,77.5079142,14z/data=!4m8!1m2!2m1!1sBig+Barrel+Brew!3m4!1s0x3bae3fabe88180e3:0x4d8bf9133f1c37e7!8m2!3d12.9040649!4d77.5079142"
Sri Sai Samrat Wine Shop,,+91 97401 66644,"RM4X+578, Hennagara Main Rd, Bommasandra Industrial Area, Bengaluru, Bommasandra, Karnataka 560099","RM4X+578, Hennagara Main Rd","Bengaluru, Bommasandra",560099,India,3.5,115,https://lh3.googleusercontent.com/p/AF1QipM7wORvP3dPx_Ctu55Op6HLkzOVA-ZATpzUjkgf=w800-h500-k-no,"{""Monday"": ""8am-10pm"", ""Tuesday"": ""8am-10pm"", ""Wednesday"": ""8am-10pm"", ""Thursday"": ""8am-10pm"", ""Friday"": ""8am-10pm"", ""Saturday"": ""8am-10pm"", ""Sunday"": ""8am-10pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Sri+Sai+Samrat+Wine+Shop/@12.8054119,77.69819369999999,14z/data=!4m8!1m2!2m1!1sSri+Sai+Samrat+Wine+Shop!3m4!1s0x3bae6c2577c9e3b5:0x66c9e8178e78ba95!8m2!3d12.8054119!4d77.69819369999999"
Vistar Hotels Bar and Restaurant,,+91 63646 55063,"14, Koppa Main Road, Bengaluru, Karnataka 560068","14, Koppa Main Road",Bengaluru,560068,India,4.4,27,https://lh3.googleusercontent.com/p/AF1QipONekhegKLB8cBStTQxL1ilMJPrAHKreMRbfFXa=w800-h500-k-no,"{""Monday"": ""10am-10pm"", ""Tuesday"": ""10am-10pm"", ""Wednesday"": ""10am-10pm"", ""Thursday"": ""10am-10pm"", ""Friday"": ""10am-10pm"", ""Saturday"": ""10am-10pm"", ""Sunday"": ""10am-10pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Vistar+Hotels+Bar+and+Restaurant/@12.8436056,77.6123226,14z/data=!4m8!1m2!2m1!1sVistar+Hotels+Bar+and+Restaurant!3m4!1s0x3bae6bc51749643f:0x1a1a9c2f883d11aa!8m2!3d12.8436056!4d77.6123226"
City Vibes ecity Cocktail Bar & Kitchen,https://zomato.onelink.me/xqzv/e6cq2434,,"5th Floor, 121/122, Haripriya Samruddhi, 14th Cross, Neeladri Rd, above Mc Donald's, Electronics City Phase 1, Electronic City, Bengaluru, Karnataka 560100","5th Floor, 121/122, Haripriya Samruddhi, 14th Cross, Neeladri Rd, above Mc Donald's",Bengaluru,560100,India,4.9,44,https://lh3.googleusercontent.com/p/AF1QipOU060VG8lU3Rct9xYOQJQ-hDjyQMngAginbk9H=w800-h500-k-no,"{""Monday"": ""12pm-12:30am"", ""Tuesday"": ""12pm-12:30am"", ""Wednesday"": ""12pm-12:30am"", ""Thursday"": ""12pm-12:30am"", ""Friday"": ""12pm-12:30am"", ""Saturday"": ""12pm-12:30am"", ""Sunday"": ""12pm-12:30am""}",OPERATIONAL,,"https://www.google.com/maps/place/City+Vibes+ecity+Cocktail+Bar+%26+Kitchen/@12.8417306,77.64681929999999,14z/data=!4m8!1m2!2m1!1sCity+Vibes+ecity+Cocktail+Bar+%26+Kitchen!3m4!1s0x3bae6dd895fa325f:0xff22209a7b9428b8!8m2!3d12.8417306!4d77.64681929999999"
Mangroove Taproom & Kitchen,https://mangroove.info/,+91 77954 54316,"25/6 , Beratena Agrahara, Doddanagamangala Rd, Naganathapura, Rayasandra, Bengaluru, Karnataka 560100","25/6 , Beratena Agrahara, Doddanagamangala Rd",Bengaluru,560100,India,4.6,1175,https://lh3.googleusercontent.com/p/AF1QipOLbsWDlYcHWDbllLcrOC-Y_TTNg05NL_Mvbh3M=w800-h500-k-no,"{""Monday"": ""12pm-1am"", ""Tuesday"": ""12pm-1am"", ""Wednesday"": ""12pm-1am"", ""Thursday"": ""12pm-1am"", ""Friday"": ""12pm-1am"", ""Saturday"": ""12pm-1am"", ""Sunday"": ""12pm-1am""}",OPERATIONAL,,"https://www.google.com/maps/place/Mangroove+Taproom+%26+Kitchen/@12.8662633,77.6654374,14z/data=!4m8!1m2!2m1!1sMangroove+Taproom+%26+Kitchen!3m4!1s0x3bae6d2f7190d285:0xd901032ebf28beb!8m2!3d12.8662633!4d77.6654374"
Strada Kitchen & Bar,https://www.tgihotels.com/southend-hotel-bommasandra-bangalore/dining.html,+91 70944 92803,"#21, 5th Cross, Vidyanagar, Hosur Road Bommasandra, near Electronic City, Bengaluru, Karnataka 560099","#21, 5th Cross, Vidyanagar, Hosur Road Bommasandra, near Electronic City","Bengaluru, Bommasandra",560099,India,3.7,82,https://lh3.googleusercontent.com/p/AF1QipPUnmMlJvpImv3Rj-uFGHGFuroLV-rZ3bv36M6p=w800-h500-k-no,"{""Monday"": ""7am-11pm"", ""Tuesday"": ""7am-11pm"", ""Wednesday"": ""7am-11pm"", ""Thursday"": ""7am-11pm"", ""Friday"": ""7am-11pm"", ""Saturday"": ""7am-11pm"", ""Sunday"": ""7am-11pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Strada+Kitchen+%26+Bar/@12.821841099999999,77.6868015,14z/data=!4m8!1m2!2m1!1sStrada+Kitchen+%26+Bar!3m4!1s0x3bae6de23535e05d:0xf1c5ef131b47d3ee!8m2!3d12.821841099999999!4d77.6868015"
Ramit,,,"QQMR+95W, Chikkanahalli, Karnataka 635126",QQMR+95W,Chikkanahalli,635126,India,4.5,28,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=T_YmOK0vVlbBJtsOSw2_cw&cb_client=search.gws-prod.gps&w=800&h=500&yaw=346.53656&pitch=0&thumbfov=100,,OPERATIONAL,,"https://www.google.com/maps/place/Ramit/@12.7834816,77.79044689999999,14z/data=!4m8!1m2!2m1!1sRamit!3m4!1s0x3bae71a51a77271f:0x56085456a3584d8f!8m2!3d12.7834816!4d77.79044689999999"
A B R Bar and Restaurant,,,"QQGH+8Q5, Attibele, Karnataka 562107",QQGH+8Q5,Attibele,562107,India,3.8,236,https://lh3.googleusercontent.com/p/AF1QipN3YY_aItDjhHt0pyaIlOd6-_QO3IpVWfV-jeH0=w800-h500-k-no,"{""Monday"": ""11am-11:30pm"", ""Tuesday"": ""11am-10:30pm"", ""Wednesday"": ""11am-11:30pm"", ""Thursday"": ""11am-11:30pm"", ""Friday"": ""11am-11:30pm"", ""Saturday"": ""11am-11:30pm"", ""Sunday"": ""11am-11:30pm""}",OPERATIONAL,,"https://www.google.com/maps/place/A+B+R+Bar+and+Restaurant/@12.7757705,77.77946879999999,14z/data=!4m8!1m2!2m1!1sA+B+R+Bar+and+Restaurant!3m4!1s0x3bae71ed8dcff675:0xc946d8ae86d480f5!8m2!3d12.7757705!4d77.77946879999999"
Ganesh Bar & Restuarent,,+91 98449 63639,"Shop No.175, 1, Hilalige Rd, Gulimangala, Vaddara Palya, Karnataka 560100","Shop No.175, 1, Hilalige Rd",Vaddara Palya,560100,India,3.4,90,https://lh3.googleusercontent.com/p/AF1QipMbhAh2721Z-0D0bN8M9csyQXWQWfkhSRznCmpE=w800-h500-k-no,"{""Monday"": ""10am-11:30pm"", ""Tuesday"": ""10am-11:30pm"", ""Wednesday"": ""10am-11:30pm"", ""Thursday"": ""10am-11:30pm"", ""Friday"": ""10am-11:30pm"", ""Saturday"": ""10am-11:30pm"", ""Sunday"": ""10am-11:30pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Ganesh+Bar+%26+Restuarent/@12.8351872,77.6999656,14z/data=!4m8!1m2!2m1!1sGanesh+Bar+%26+Restuarent!3m4!1s0x3bae6daac9ba40ed:0xaacfeab37816641b!8m2!3d12.8351872!4d77.6999656"
,,,,,,,,,,,,,,
The Big Baadshaah - E City,https://www.thebigbaadshaah.com/,+91 96060 92047,"121/122, Haripriya Samruddhi, 14th Cross, Neeladri Rd, above Mc Donald's, Electronics City Phase 1, Bengaluru, Karnataka 560100","121/122, Haripriya Samruddhi, 14th Cross, Neeladri Rd, above Mc Donald's",Bengaluru,560100,India,4.7,907,https://lh3.googleusercontent.com/p/AF1QipM_R4nEevqiVOmUST0CBzITGm_1zDO5RC3u9ia9=w800-h500-k-no,"{""Monday"": ""11:30am-1am"", ""Tuesday"": ""11:30am-1am"", ""Wednesday"": ""11:30am-1am"", ""Thursday"": ""11:30am-1am"", ""Friday"": ""11:30am-1am"", ""Saturday"": ""11:30am-1am"", ""Sunday"": ""11:30am-1am""}",OPERATIONAL,,"https://www.google.com/maps/place/The+Big+Baadshaah+-+E+City/@12.8416359,77.6467947,14z/data=!4m8!1m2!2m1!1sThe+Big+Baadshaah+-+E+City!3m4!1s0x3bae6b8253ee5545:0xefd215c329845e27!8m2!3d12.8416359!4d77.6467947"
Spandana Bar And Restaurant,,+91 77086 48346,"PQWJ+3HH, Attibele-Rayakottai Rd, NRI Center City, Hosur, Karnataka 562107","PQWJ+3HH, Attibele-Rayakottai Rd",Hosur,562107,India,3.8,165,https://lh3.googleusercontent.com/p/AF1QipN3g-OTrFV6K0CqjZgU9h8DUrp5r2xGyQVmOn_p=w800-h500-k-no,"{""Monday"": ""9am-10pm"", ""Tuesday"": ""9am-10pm"", ""Wednesday"": ""9am-10pm"", ""Thursday"": ""9am-10pm"", ""Friday"": ""9am-10pm"", ""Saturday"": ""9am-10pm"", ""Sunday"": ""9am-10pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Spandana+Bar+And+Restaurant/@12.745177,77.781497,14z/data=!4m8!1m2!2m1!1sSpandana+Bar+And+Restaurant!3m4!1s0x3bae705224d83c49:0xc36b63a2195a9bf7!8m2!3d12.745177!4d77.781497"
Srinidhi Bar And Restaurant,,+91 97401 70125,"Theater Rd, Attibele, Karnataka 562107",Theater Rd,Attibele,562107,India,3.8,38,https://lh3.googleusercontent.com/p/AF1QipP1pYwtKtP35WjT8OBSMQFyD6XDMLwbPY8uZu2W=w800-h500-k-no,"{""Monday"": ""10am-11:30pm"", ""Tuesday"": ""10am-11:30pm"", ""Wednesday"": ""10am-11:30pm"", ""Thursday"": ""10am-11:30pm"", ""Friday"": ""10am-11:30pm"", ""Saturday"": ""10:30am-11:30pm"", ""Sunday"": ""10am-11:30pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Srinidhi+Bar+And+Restaurant/@12.778572899999999,77.7733457,14z/data=!4m8!1m2!2m1!1sSrinidhi+Bar+And+Restaurant!3m4!1s0x3bae7193fb091f97:0xf30f7e9557e90ea6!8m2!3d12.778572899999999!4d77.7733457"
Brunch n Munch,,,"Huskur Gate, 396/48, Hosur Rd, opp. Vimalalaya Hospital, near Biocon Factory, Dadi Reddy Layout, Veer Sandra, Electronic City, Bengaluru, Karnataka 560100","Huskur Gate, 396/48, Hosur Rd, opp. Vimalalaya Hospital, near Biocon Factory",Bengaluru,560100,India,3.9,108,https://lh3.googleusercontent.com/p/AF1QipNrVlS2FPSOrbyA6T8pHx3PorRm8gzlVgmmEpH7=w800-h500-k-no,,OPERATIONAL,,"https://www.google.com/maps/place/Brunch+n+Munch/@12.8346602,77.67929219999999,14z/data=!4m8!1m2!2m1!1sBrunch+n+Munch!3m4!1s0x3bae6c5f9de7ff6b:0x87b20db0a2763777!8m2!3d12.8346602!4d77.67929219999999"
"Swargaloka Bar,Pub & Fine dining",,+91 90360 31573,"6, Kothnur Main Rd, Nayak Layout, 8th Phase, J. P. Nagar, Kothnur, Karnataka 560076","6, Kothnur Main Rd",Kothnur,560076,India,4.2,163,https://lh3.googleusercontent.com/p/AF1QipPjark2WAABbwB7DN5kuCZkrLv8ouN_i1f5eN-D=w800-h500-k-no,"{""Monday"": ""9am-11pm"", ""Tuesday"": ""9am-11pm"", ""Wednesday"": ""9am-11pm"", ""Thursday"": ""9am-11pm"", ""Friday"": ""9am-11pm"", ""Saturday"": ""9am-11pm"", ""Sunday"": ""9am-11pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Swargaloka+Bar%2CPub+%26+Fine+dining/@12.871671599999999,77.5834788,14z/data=!4m8!1m2!2m1!1sSwargaloka+Bar%2CPub+%26+Fine+dining!3m4!1s0x3bae6bddd5c0526f:0x9ffaf1bdf34ae21c!8m2!3d12.871671599999999!4d77.5834788"
Kingfisher Lounge Bar At Eagleton,http://www.eagletonindia.com/,+91 80 2263 2222,"QCX7+GCP, Bengaluru, Karnataka 562109",QCX7+GCP,Bengaluru,562109,India,4.2,20,https://lh3.googleusercontent.com/p/AF1QipPtvDeEjCw1NeoaPgOBqONHq-FsLfc8IeLtbDVj=w800-h500-k-no,"{""Monday"": ""8am-11pm"", ""Tuesday"": ""8am-11pm"", ""Wednesday"": ""8am-11pm"", ""Thursday"": ""8am-11pm"", ""Friday"": ""8am-11pm"", ""Saturday"": ""8am-11pm"", ""Sunday"": ""8am-11pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Kingfisher+Lounge+Bar+At+Eagleton/@12.798848399999999,77.41357959999999,14z/data=!4m8!1m2!2m1!1sKingfisher+Lounge+Bar+At+Eagleton!3m4!1s0x3bae4667dd2b777f:0xdd13393865ae3b9d!8m2!3d12.798848399999999!4d77.41357959999999"
Sai Garden Boarding & Lodging& Bar,,,"QQ3V+RC7, Sipcot Ph. I, Hosur, Karnataka 635126",QQ3V+RC7,Hosur,635126,India,3.7,55,https://lh3.googleusercontent.com/p/AF1QipNdTNnCuO38eskjsIyNVBCPyneFg3oiJuUTO3kD=w800-h500-k-no,"{""Monday"": ""10am-10pm"", ""Tuesday"": ""10am-10pm"", ""Wednesday"": ""10am-10pm"", ""Thursday"": ""10am-10pm"", ""Friday"": ""10am-10pm"", ""Saturday"": ""10am-10pm"", ""Sunday"": ""8:30am-11pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Sai+Garden+Boarding+%26+Lodging%26+Bar/@12.754545,77.7935415,14z/data=!4m8!1m2!2m1!1sSai+Garden+Boarding+%26+Lodging%26+Bar!3m4!1s0x3bae7100e3eee9d9:0x1c424deacc694df6!8m2!3d12.754545!4d77.7935415"
AVS BAR & RESTAURANT,,,"QQ5R+HXV, Sipcot Ph. I, Hosur, Tamil Nadu 635126",QQ5R+HXV,Hosur,635126,India,3.9,124,https://lh3.googleusercontent.com/p/AF1QipNO4N2YPbEnrVKGnr1QT48KzmD7Y0-169uYw75A=w800-h500-k-no,"{""Monday"": ""8am-10pm"", ""Tuesday"": ""8am-10pm"", ""Wednesday"": ""8am-10pm"", ""Thursday"": ""8am-10pm"", ""Friday"": ""8am-10pm"", ""Saturday"": ""8am-10pm"", ""Sunday"": ""8am-10pm""}",OPERATIONAL,,"https://www.google.com/maps/place/AVS+BAR+%26+RESTAURANT/@12.758988299999999,77.7924333,14z/data=!4m8!1m2!2m1!1sAVS+BAR+%26+RESTAURANT!3m4!1s0x3bae717cf4bf9cfd:0xe397d1f4fe093b75!8m2!3d12.758988299999999!4d77.7924333"
